"Label (Grouping)","Census Tract 103, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate"
"    185 percent of poverty level","189","(X)","(X)","1,628","(X)","(X)","2,275","(X)","(X)","1,184","(X)","(X)","1,229","(X)","(X)","473","(X)","(X)","271","(X)","(X)","590","(X)","(X)","1,823","(X)","(X)","768","(X)","(X)","1,239","(X)","(X)","1,684","(X)","(X)","2,343","(X)","(X)","1,524","(X)","(X)","1,993","(X)","(X)","1,886","(X)","(X)","1,276","(X)","(X)","1,087","(X)","(X)","1,999","(X)","(X)","1,663","(X)","(X)","1,466","(X)","(X)","1,248","(X)","(X)","3,346","(X)","(X)","2,615","(X)","(X)","1,402","(X)","(X)","1,970","(X)","(X)","1,770","(X)","(X)","791","(X)","(X)","2,020","(X)","(X)","1,415","(X)","(X)","1,176","(X)","(X)","2,783","(X)","(X)","1,232","(X)","(X)","1,054","(X)","(X)","242","(X)","(X)","163","(X)","(X)"
"    200 percent of poverty level","189","(X)","(X)","1,675","(X)","(X)","2,275","(X)","(X)","1,228","(X)","(X)","1,290","(X)","(X)","481","(X)","(X)","271","(X)","(X)","690","(X)","(X)","1,945","(X)","(X)","815","(X)","(X)","1,239","(X)","(X)","1,718","(X)","(X)","2,419","(X)","(X)","1,566","(X)","(X)","2,014","(X)","(X)","1,915","(X)","(X)","1,378","(X)","(X)","1,182","(X)","(X)","2,078","(X)","(X)","1,689","(X)","(X)","1,513","(X)","(X)","1,350","(X)","(X)","3,402","(X)","(X)","2,810","(X)","(X)","1,497","(X)","(X)","2,022","(X)","(X)","1,932","(X)","(X)","850","(X)","(X)","2,113","(X)","(X)","1,459","(X)","(X)","1,215","(X)","(X)","2,818","(X)","(X)","1,350","(X)","(X)","1,175","(X)","(X)","242","(X)","(X)","163","(X)","(X)"
"Unrelated individuals for whom poverty status is determined","259","107","41.3%","2,288","1,130","49.4%","2,646","2,003","75.7%","1,289","668","51.8%","2,104","776","36.9%","1,298","266","20.5%","1,053","116","11.0%","931","212","22.8%","2,681","1,016","37.9%","436","151","34.6%","496","177","35.7%","785","290","36.9%","542","293","54.1%","1,090","587","53.9%","754","496","65.8%","2,282","1,210","53.0%","1,487","564","37.9%","616","290","47.1%","762","433","56.8%","736","221","30.0%","648","257","39.7%","572","295","51.6%","980","233","23.8%","1,244","469","37.7%","397","209","52.6%","254","119","46.9%","498","255","51.2%","245","96","39.2%","2,138","469","21.9%","438","178","40.6%","771","344","44.6%","1,140","601","52.7%","1,700","297","17.5%","1,627","274","16.8%","242","216","89.3%","4","0","0.0%"
"    Male","135","36","26.7%","1,357","593","43.7%","1,641","1,334","81.3%","678","281","41.4%","995","358","36.0%","543","106","19.5%","599","65","10.9%","416","70","16.8%","1,627","385","23.7%","260","61","23.5%","205","48","23.4%","337","68","20.2%","306","136","44.4%","691","402","58.2%","378","249","65.9%","1,104","523","47.4%","951","349","36.7%","329","172","52.3%","262","80","30.5%","346","140","40.5%","390","206","52.8%","194","68","35.1%","506","99","19.6%","702","248","35.3%","229","102","44.5%","174","112","64.4%","262","165","63.0%","80","13","16.3%","1,552","317","20.4%","240","57","23.8%","516","242","46.9%","616","333","54.1%","869","112","12.9%","951","128","13.5%","154","135","87.7%","0","0","-"
"    Female","124","71","57.3%","931","537","57.7%","1,005","669","66.6%","611","387","63.3%","1,109","418","37.7%","755","160","21.2%","454","51","11.2%","515","142","27.6%","1,054","631","59.9%","176","90","51.1%","291","129","44.3%","448","222","49.6%","236","157","66.5%","399","185","46.4%","376","247","65.7%","1,178","687","58.3%","536","215","40.1%","287","118","41.1%","500","353","70.6%","390","81","20.8%","258","51","19.8%","378","227","60.1%","474","134","28.3%","542","221","40.8%","168","107","63.7%","80","7","8.8%","236","90","38.1%","165","83","50.3%","586","152","25.9%","198","121","61.1%","255","102","40.0%","524","268","51.1%","831","185","22.3%","676","146","21.6%","88","81","92.0%","4","0","0.0%"
"Mean income deficit for unrelated individuals (dollars)","7,862","(X)","(X)","7,721","(X)","(X)","8,080","(X)","(X)","5,625","(X)","(X)","7,494","(X)","(X)","7,258","(X)","(X)","10,196","(X)","(X)","5,878","(X)","(X)","8,074","(X)","(X)","6,921","(X)","(X)","5,680","(X)","(X)","5,727","(X)","(X)","6,851","(X)","(X)","6,689","(X)","(X)","5,998","(X)","(X)","7,337","(X)","(X)","6,561","(X)","(X)","6,054","(X)","(X)","5,217","(X)","(X)","6,838","(X)","(X)","4,632","(X)","(X)","4,733","(X)","(X)","3,494","(X)","(X)","6,356","(X)","(X)","7,056","(X)","(X)","N","(X)","(X)","7,440","(X)","(X)","N","(X)","(X)","5,325","(X)","(X)","6,121","(X)","(X)","5,610","(X)","(X)","6,332","(X)","(X)","5,674","(X)","(X)","6,843","(X)","(X)","6,760","(X)","(X)","-","(X)","(X)"
"Worked full-time, year-round in the past 12 months","102","0","0.0%","643","0","0.0%","275","67","24.4%","157","0","0.0%","801","50","6.2%","642","12","1.9%","706","9","1.3%","565","0","0.0%","1,037","15","1.4%","187","0","0.0%","120","0","0.0%","214","0","0.0%","123","0","0.0%","222","71","32.0%","75","0","0.0%","581","11","1.9%","679","24","3.5%","245","32","13.1%","179","9","5.0%","255","0","0.0%","188","0","0.0%","115","28","24.3%","457","9","2.0%","503","0","0.0%","83","13","15.7%","79","0","0.0%","130","0","0.0%","119","0","0.0%","1,434","115","8.0%","190","20","10.5%","191","0","0.0%","272","0","0.0%","934","23","2.5%","1,060","11","1.0%","0","0","-","4","0","0.0%"
"Worked less than full-time, year-round in the past 12 months","84","42","50.0%","761","360","47.3%","1,592","1,213","76.2%","560","283","50.5%","707","311","44.0%","205","58","28.3%","219","30","13.7%","173","60","34.7%","783","270","34.5%","101","43","42.6%","181","61","33.7%","126","24","19.0%","92","38","41.3%","618","342","55.3%","438","292","66.7%","1,179","830","70.4%","550","357","64.9%","173","102","59.0%","116","86","74.1%","194","61","31.4%","101","25","24.8%","145","37","25.5%","125","15","12.0%","220","82","37.3%","130","60","46.2%","51","41","80.4%","173","106","61.3%","51","28","54.9%","292","117","40.1%","62","32","51.6%","235","97","41.3%","397","258","65.0%","525","124","23.6%","374","139","37.2%","91","77","84.6%","0","0","-"
"Did not work","73","65","89.0%","884","770","87.1%","779","723","92.8%","572","385","67.3%","596","415","69.6%","451","196","43.5%","128","77","60.2%","193","152","78.8%","861","731","84.9%","148","108","73.0%","195","116","59.5%","445","266","59.8%","327","255","78.0%","250","174","69.6%","241","204","84.6%","522","369","70.7%","258","183","70.9%","198","156","78.8%","467","338","72.4%","287","160","55.7%","359","232","64.6%","312","230","73.7%","398","209","52.5%","521","387","74.3%","184","136","73.9%","124","78","62.9%","195","149","76.4%","75","68","90.7%","412","237","57.5%","186","126","67.7%","345","247","71.6%","471","343","72.8%","241","150","62.2%","193","124","64.2%","151","139","92.1%","0","0","-"
"PERCENT IMPUTED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Poverty status for individuals","18.5%","(X)","(X)","18.8%","(X)","(X)","29.2%","(X)","(X)","18.9%","(X)","(X)","24.0%","(X)","(X)","22.0%","(X)","(X)","17.8%","(X)","(X)","11.6%","(X)","(X)","27.1%","(X)","(X)","47.5%","(X)","(X)","59.3%","(X)","(X)","45.9%","(X)","(X)","39.1%","(X)","(X)","41.1%","(X)","(X)","46.9%","(X)","(X)","33.4%","(X)","(X)","30.3%","(X)","(X)","39.4%","(X)","(X)","42.7%","(X)","(X)","50.7%","(X)","(X)","41.7%","(X)","(X)","40.6%","(X)","(X)","37.1%","(X)","(X)","43.2%","(X)","(X)","41.8%","(X)","(X)","18.9%","(X)","(X)","37.1%","(X)","(X)","33.9%","(X)","(X)","34.5%","(X)","(X)","45.4%","(X)","(X)","26.7%","(X)","(X)","41.4%","(X)","(X)","24.2%","(X)","(X)","30.9%","(X)","(X)","18.2%","(X)","(X)","0.0%","(X)","(X)"
