"Label (Grouping)","Census Tract 103, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate"
"    185 percent of poverty level","236","(X)","(X)","1,701","(X)","(X)","2,226","(X)","(X)","1,141","(X)","(X)","1,227","(X)","(X)","556","(X)","(X)","175","(X)","(X)","501","(X)","(X)","1,801","(X)","(X)","925","(X)","(X)","1,291","(X)","(X)","1,688","(X)","(X)","2,221","(X)","(X)","1,564","(X)","(X)","2,086","(X)","(X)","1,771","(X)","(X)","1,301","(X)","(X)","1,192","(X)","(X)","1,996","(X)","(X)","1,842","(X)","(X)","1,405","(X)","(X)","1,252","(X)","(X)","3,528","(X)","(X)","2,671","(X)","(X)","1,864","(X)","(X)","2,188","(X)","(X)","1,442","(X)","(X)","935","(X)","(X)","1,930","(X)","(X)","1,349","(X)","(X)","1,218","(X)","(X)","3,062","(X)","(X)","1,682","(X)","(X)","1,280","(X)","(X)","233","(X)","(X)","159","(X)","(X)"
"    200 percent of poverty level","236","(X)","(X)","1,739","(X)","(X)","2,244","(X)","(X)","1,182","(X)","(X)","1,324","(X)","(X)","564","(X)","(X)","175","(X)","(X)","531","(X)","(X)","1,920","(X)","(X)","953","(X)","(X)","1,323","(X)","(X)","1,715","(X)","(X)","2,288","(X)","(X)","1,618","(X)","(X)","2,114","(X)","(X)","1,824","(X)","(X)","1,432","(X)","(X)","1,230","(X)","(X)","2,076","(X)","(X)","1,878","(X)","(X)","1,457","(X)","(X)","1,399","(X)","(X)","3,581","(X)","(X)","2,885","(X)","(X)","1,980","(X)","(X)","2,188","(X)","(X)","1,713","(X)","(X)","983","(X)","(X)","2,033","(X)","(X)","1,381","(X)","(X)","1,256","(X)","(X)","3,376","(X)","(X)","1,806","(X)","(X)","1,431","(X)","(X)","233","(X)","(X)","159","(X)","(X)"
"Unrelated individuals for whom poverty status is determined","254","112","44.1%","2,251","1,191","52.9%","2,637","1,914","72.6%","1,362","736","54.0%","1,861","767","41.2%","1,245","273","21.9%","1,012","65","6.4%","925","209","22.6%","2,590","1,043","40.3%","535","209","39.1%","431","174","40.4%","783","335","42.8%","611","340","55.6%","849","524","61.7%","639","437","68.4%","2,550","1,284","50.4%","1,389","489","35.2%","691","302","43.7%","808","344","42.6%","565","217","38.4%","640","280","43.8%","626","367","58.6%","970","244","25.2%","1,032","340","32.9%","380","216","56.8%","387","203","52.5%","461","221","47.9%","326","102","31.3%","2,157","478","22.2%","499","182","36.5%","649","267","41.1%","1,084","481","44.4%","1,838","455","24.8%","1,917","388","20.2%","233","202","86.7%","4","0","0.0%"
"    Male","123","38","30.9%","1,209","514","42.5%","1,627","1,283","78.9%","760","376","49.5%","774","304","39.3%","448","69","15.4%","563","45","8.0%","447","70","15.7%","1,577","495","31.4%","292","100","34.2%","175","62","35.4%","382","103","27.0%","335","186","55.5%","517","372","72.0%","323","221","68.4%","1,371","565","41.2%","824","260","31.6%","382","187","49.0%","281","69","24.6%","298","128","43.0%","350","215","61.4%","191","74","38.7%","508","73","14.4%","565","155","27.4%","200","109","54.5%","261","151","57.9%","246","150","61.0%","135","12","8.9%","1,512","298","19.7%","283","54","19.1%","456","183","40.1%","623","307","49.3%","962","170","17.7%","1,053","203","19.3%","179","152","84.9%","0","0","-"
"    Female","131","74","56.5%","1,042","677","65.0%","1,010","631","62.5%","602","360","59.8%","1,087","463","42.6%","797","204","25.6%","449","20","4.5%","478","139","29.1%","1,013","548","54.1%","243","109","44.9%","256","112","43.8%","401","232","57.9%","276","154","55.8%","332","152","45.8%","316","216","68.4%","1,179","719","61.0%","565","229","40.5%","309","115","37.2%","527","275","52.2%","267","89","33.3%","290","65","22.4%","435","293","67.4%","462","171","37.0%","467","185","39.6%","180","107","59.4%","126","52","41.3%","215","71","33.0%","191","90","47.1%","645","180","27.9%","216","128","59.3%","193","84","43.5%","461","174","37.7%","876","285","32.5%","864","185","21.4%","54","50","92.6%","4","0","0.0%"
"Mean income deficit for unrelated individuals (dollars)","7,606","(X)","(X)","8,193","(X)","(X)","8,344","(X)","(X)","6,734","(X)","(X)","7,598","(X)","(X)","6,802","(X)","(X)","11,043","(X)","(X)","6,107","(X)","(X)","8,556","(X)","(X)","7,800","(X)","(X)","5,165","(X)","(X)","7,639","(X)","(X)","6,518","(X)","(X)","7,556","(X)","(X)","6,248","(X)","(X)","7,388","(X)","(X)","6,760","(X)","(X)","6,395","(X)","(X)","5,799","(X)","(X)","6,521","(X)","(X)","5,812","(X)","(X)","5,332","(X)","(X)","2,830","(X)","(X)","5,858","(X)","(X)","6,706","(X)","(X)","7,307","(X)","(X)","7,458","(X)","(X)","N","(X)","(X)","6,171","(X)","(X)","6,259","(X)","(X)","7,743","(X)","(X)","6,911","(X)","(X)","6,413","(X)","(X)","6,159","(X)","(X)","8,500","(X)","(X)","-","(X)","(X)"
"Worked full-time, year-round in the past 12 months","114","0","0.0%","625","0","0.0%","375","102","27.2%","143","0","0.0%","730","57","7.8%","624","12","1.9%","737","11","1.5%","552","7","1.3%","873","0","0.0%","218","0","0.0%","136","0","0.0%","194","16","8.2%","127","6","4.7%","147","61","41.5%","48","0","0.0%","684","9","1.3%","619","19","3.1%","305","30","9.8%","251","0","0.0%","133","0","0.0%","179","0","0.0%","146","31","21.2%","345","8","2.3%","449","0","0.0%","70","15","21.4%","118","0","0.0%","126","0","0.0%","166","0","0.0%","1,432","136","9.5%","222","30","13.5%","182","0","0.0%","328","0","0.0%","946","41","4.3%","1,155","11","1.0%","5","0","0.0%","4","0","0.0%"
"Worked less than full-time, year-round in the past 12 months","65","46","70.8%","722","398","55.1%","1,583","1,157","73.1%","578","279","48.3%","601","307","51.1%","181","52","28.7%","191","34","17.8%","169","72","42.6%","696","225","32.3%","106","43","40.6%","83","33","39.8%","116","27","23.3%","175","76","43.4%","424","234","55.2%","399","265","66.4%","1,327","879","66.2%","503","259","51.5%","162","101","62.3%","128","65","50.8%","141","58","41.1%","135","46","34.1%","107","43","40.2%","127","27","21.3%","123","20","16.3%","127","52","40.9%","77","70","90.9%","135","81","60.0%","46","27","58.7%","334","127","38.0%","83","35","42.2%","151","38","25.2%","328","199","60.7%","572","186","32.5%","471","203","43.1%","96","78","81.3%","0","0","-"
"Did not work","75","66","88.0%","904","793","87.7%","679","655","96.5%","641","457","71.3%","530","403","76.0%","440","209","47.5%","84","20","23.8%","204","130","63.7%","1,021","818","80.1%","211","166","78.7%","212","141","66.5%","473","292","61.7%","309","258","83.5%","278","229","82.4%","192","172","89.6%","539","396","73.5%","267","211","79.0%","224","171","76.3%","429","279","65.0%","291","159","54.6%","326","234","71.8%","373","293","78.6%","498","209","42.0%","460","320","69.6%","183","149","81.4%","192","133","69.3%","200","140","70.0%","114","75","65.8%","391","215","55.0%","194","117","60.3%","316","229","72.5%","428","282","65.9%","320","228","71.3%","291","174","59.8%","132","124","93.9%","0","0","-"
"PERCENT IMPUTED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Poverty status for individuals","23.2%","(X)","(X)","30.3%","(X)","(X)","30.6%","(X)","(X)","20.5%","(X)","(X)","21.0%","(X)","(X)","28.1%","(X)","(X)","15.0%","(X)","(X)","16.9%","(X)","(X)","19.7%","(X)","(X)","31.8%","(X)","(X)","51.7%","(X)","(X)","40.1%","(X)","(X)","38.0%","(X)","(X)","25.1%","(X)","(X)","48.8%","(X)","(X)","30.7%","(X)","(X)","33.0%","(X)","(X)","37.8%","(X)","(X)","32.3%","(X)","(X)","48.8%","(X)","(X)","45.0%","(X)","(X)","38.3%","(X)","(X)","35.7%","(X)","(X)","44.3%","(X)","(X)","40.5%","(X)","(X)","21.7%","(X)","(X)","33.6%","(X)","(X)","33.7%","(X)","(X)","37.9%","(X)","(X)","46.9%","(X)","(X)","34.7%","(X)","(X)","37.1%","(X)","(X)","22.5%","(X)","(X)","35.0%","(X)","(X)","37.3%","(X)","(X)","0.0%","(X)","(X)"
