"Label (Grouping)","Census Tract 103, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate"
"        185 percent of poverty level","136","(X)","(X)","1,231","(X)","(X)","1,699","(X)","(X)","1,267","(X)","(X)","1,091","(X)","(X)","619","(X)","(X)","262","(X)","(X)","534","(X)","(X)","1,288","(X)","(X)","1,080","(X)","(X)","1,003","(X)","(X)","1,842","(X)","(X)","1,689","(X)","(X)","1,162","(X)","(X)","1,890","(X)","(X)","1,680","(X)","(X)","970","(X)","(X)","1,598","(X)","(X)","2,115","(X)","(X)","2,128","(X)","(X)","2,176","(X)","(X)","1,516","(X)","(X)","3,057","(X)","(X)","2,367","(X)","(X)","1,561","(X)","(X)","1,816","(X)","(X)","1,962","(X)","(X)","1,227","(X)","(X)","1,163","(X)","(X)","1,451","(X)","(X)","1,505","(X)","(X)","3,357","(X)","(X)","1,037","(X)","(X)","1,169","(X)","(X)","211","(X)","(X)","169","(X)","(X)"
"        200 percent of poverty level","148","(X)","(X)","1,303","(X)","(X)","1,741","(X)","(X)","1,307","(X)","(X)","1,113","(X)","(X)","629","(X)","(X)","262","(X)","(X)","534","(X)","(X)","1,288","(X)","(X)","1,080","(X)","(X)","1,039","(X)","(X)","1,842","(X)","(X)","1,787","(X)","(X)","1,178","(X)","(X)","1,903","(X)","(X)","1,732","(X)","(X)","1,066","(X)","(X)","1,639","(X)","(X)","2,181","(X)","(X)","2,158","(X)","(X)","2,309","(X)","(X)","1,553","(X)","(X)","3,271","(X)","(X)","2,402","(X)","(X)","1,609","(X)","(X)","2,159","(X)","(X)","1,985","(X)","(X)","1,421","(X)","(X)","1,182","(X)","(X)","1,504","(X)","(X)","1,518","(X)","(X)","3,722","(X)","(X)","1,119","(X)","(X)","1,333","(X)","(X)","211","(X)","(X)","169","(X)","(X)"
"        300 percent of poverty level","201","(X)","(X)","1,651","(X)","(X)","2,039","(X)","(X)","1,453","(X)","(X)","1,557","(X)","(X)","869","(X)","(X)","323","(X)","(X)","691","(X)","(X)","1,531","(X)","(X)","1,379","(X)","(X)","1,297","(X)","(X)","2,089","(X)","(X)","2,908","(X)","(X)","1,509","(X)","(X)","2,461","(X)","(X)","2,222","(X)","(X)","1,523","(X)","(X)","1,988","(X)","(X)","2,883","(X)","(X)","2,352","(X)","(X)","2,687","(X)","(X)","1,838","(X)","(X)","4,647","(X)","(X)","3,413","(X)","(X)","1,906","(X)","(X)","2,600","(X)","(X)","3,024","(X)","(X)","1,901","(X)","(X)","1,387","(X)","(X)","2,022","(X)","(X)","1,931","(X)","(X)","4,557","(X)","(X)","1,600","(X)","(X)","1,764","(X)","(X)","217","(X)","(X)","182","(X)","(X)"
"        400 percent of poverty level","258","(X)","(X)","1,842","(X)","(X)","2,136","(X)","(X)","1,549","(X)","(X)","1,802","(X)","(X)","1,077","(X)","(X)","381","(X)","(X)","841","(X)","(X)","1,915","(X)","(X)","1,725","(X)","(X)","1,510","(X)","(X)","2,406","(X)","(X)","3,233","(X)","(X)","1,694","(X)","(X)","2,746","(X)","(X)","2,580","(X)","(X)","1,903","(X)","(X)","2,274","(X)","(X)","3,271","(X)","(X)","2,662","(X)","(X)","2,822","(X)","(X)","2,308","(X)","(X)","5,224","(X)","(X)","4,122","(X)","(X)","2,109","(X)","(X)","2,730","(X)","(X)","3,365","(X)","(X)","2,012","(X)","(X)","2,167","(X)","(X)","2,306","(X)","(X)","2,280","(X)","(X)","5,340","(X)","(X)","1,971","(X)","(X)","2,480","(X)","(X)","217","(X)","(X)","209","(X)","(X)"
"        500 percent of poverty level","273","(X)","(X)","2,036","(X)","(X)","2,254","(X)","(X)","1,584","(X)","(X)","2,041","(X)","(X)","1,235","(X)","(X)","730","(X)","(X)","1,081","(X)","(X)","2,311","(X)","(X)","1,809","(X)","(X)","1,715","(X)","(X)","2,574","(X)","(X)","3,385","(X)","(X)","1,754","(X)","(X)","2,799","(X)","(X)","2,894","(X)","(X)","2,090","(X)","(X)","2,393","(X)","(X)","3,438","(X)","(X)","2,814","(X)","(X)","3,006","(X)","(X)","2,620","(X)","(X)","5,242","(X)","(X)","4,531","(X)","(X)","2,201","(X)","(X)","2,751","(X)","(X)","3,596","(X)","(X)","2,154","(X)","(X)","2,670","(X)","(X)","2,466","(X)","(X)","2,686","(X)","(X)","5,417","(X)","(X)","2,384","(X)","(X)","2,996","(X)","(X)","217","(X)","(X)","223","(X)","(X)"
"UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED","291","99","34.0%","1,977","819","41.4%","1,995","1,211","60.7%","1,374","791","57.6%","1,881","685","36.4%","1,698","333","19.6%","891","86","9.7%","1,035","157","15.2%","2,248","781","34.7%","599","251","41.9%","497","217","43.7%","785","373","47.5%","829","510","61.5%","687","417","60.7%","684","380","55.6%","3,110","1,334","42.9%","1,340","488","36.4%","628","223","35.5%","1,147","553","48.2%","964","408","42.3%","728","316","43.4%","609","140","23.0%","1,718","560","32.6%","1,089","281","25.8%","387","203","52.5%","614","244","39.7%","835","236","28.3%","657","295","44.9%","1,959","461","23.5%","656","184","28.0%","702","337","48.0%","940","251","26.7%","1,786","311","17.4%","2,285","544","23.8%","217","191","88.0%","44","16","36.4%"
"    Male","173","52","30.1%","1,078","403","37.4%","801","377","47.1%","654","287","43.9%","972","418","43.0%","675","100","14.8%","414","33","8.0%","593","26","4.4%","1,230","250","20.3%","316","163","51.6%","213","93","43.7%","450","219","48.7%","545","328","60.2%","302","216","71.5%","421","209","49.6%","1,870","812","43.4%","814","285","35.0%","332","74","22.3%","546","351","64.3%","454","198","43.6%","311","157","50.5%","319","44","13.8%","907","373","41.1%","511","86","16.8%","159","102","64.2%","291","97","33.3%","404","112","27.7%","392","160","40.8%","1,120","248","22.1%","354","77","21.8%","382","203","53.1%","520","35","6.7%","1,027","158","15.4%","1,077","255","23.7%","201","175","87.1%","4","0","0.0%"
"    Female","118","47","39.8%","899","416","46.3%","1,194","834","69.8%","720","504","70.0%","909","267","29.4%","1,023","233","22.8%","477","53","11.1%","442","131","29.6%","1,018","531","52.2%","283","88","31.1%","284","124","43.7%","335","154","46.0%","284","182","64.1%","385","201","52.2%","263","171","65.0%","1,240","522","42.1%","526","203","38.6%","296","149","50.3%","601","202","33.6%","510","210","41.2%","417","159","38.1%","290","96","33.1%","811","187","23.1%","578","195","33.7%","228","101","44.3%","323","147","45.5%","431","124","28.8%","265","135","50.9%","839","213","25.4%","302","107","35.4%","320","134","41.9%","420","216","51.4%","759","153","20.2%","1,208","289","23.9%","16","16","100.0%","40","16","40.0%"
"    15 years","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","15","15","100.0%","0","0","-","0","0","-","0","0","-","0","0","-","18","18","100.0%","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-"
"    16 to 17 years","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","37","37","100.0%","0","0","-","14","14","100.0%","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","10","10","100.0%","0","0","-","0","0","-","22","22","100.0%","0","0","-","14","14","100.0%","0","0","-","13","13","100.0%"
"    18 to 24 years","61","50","82.0%","616","521","84.6%","1,413","1,011","71.5%","678","475","70.1%","547","451","82.4%","132","77","58.3%","59","22","37.3%","37","14","37.8%","163","90","55.2%","39","39","100.0%","69","0","0.0%","65","52","80.0%","246","183","74.4%","201","114","56.7%","143","104","72.7%","1,594","873","54.8%","621","261","42.0%","111","36","32.4%","158","104","65.8%","68","33","48.5%","29","13","44.8%","32","12","37.5%","44","0","0.0%","19","19","100.0%","9","0","0.0%","18","18","100.0%","56","16","28.6%","58","46","79.3%","178","48","27.0%","148","68","45.9%","67","62","92.5%","56","43","76.8%","295","54","18.3%","256","67","26.2%","0","0","-","3","3","100.0%"
"    25 to 34 years","129","22","17.1%","565","139","24.6%","342","135","39.5%","198","88","44.4%","856","120","14.0%","743","129","17.4%","417","34","8.2%","345","64","18.6%","710","153","21.5%","192","78","40.6%","126","18","14.3%","146","52","35.6%","105","14","13.3%","79","47","59.5%","195","96","49.2%","917","360","39.3%","143","12","8.4%","154","36","23.4%","253","79","31.2%","143","58","40.6%","98","34","34.7%","165","12","7.3%","385","51","13.2%","358","16","4.5%","55","24","43.6%","97","34","35.1%","197","21","10.7%","195","72","36.9%","1,021","123","12.0%","153","22","14.4%","108","58","53.7%","51","0","0.0%","719","94","13.1%","803","170","21.2%","39","33","84.6%","4","0","0.0%"
"    35 to 44 years","13","0","0.0%","182","14","7.7%","51","12","23.5%","46","13","28.3%","141","8","5.7%","242","32","13.2%","171","12","7.0%","177","0","0.0%","142","35","24.6%","71","46","64.8%","51","4","7.8%","71","0","0.0%","86","65","75.6%","26","3","11.5%","13","7","53.8%","142","28","19.7%","140","29","20.7%","91","11","12.1%","65","23","35.4%","118","0","0.0%","116","35","30.2%","28","0","0.0%","117","2","1.7%","199","0","0.0%","61","49","80.3%","95","21","22.1%","75","0","0.0%","108","30","27.8%","141","0","0.0%","69","1","1.4%","90","32","35.6%","79","30","38.0%","286","42","14.7%","474","113","23.8%","42","42","100.0%","9","0","0.0%"
"    45 to 54 years","25","0","0.0%","140","11","7.9%","125","37","29.6%","71","43","60.6%","52","7","13.5%","136","11","8.1%","64","1","1.6%","198","39","19.7%","518","160","30.9%","119","48","40.3%","58","43","74.1%","107","69","64.5%","142","106","74.6%","77","77","100.0%","99","43","43.4%","95","2","2.1%","111","35","31.5%","76","40","52.6%","186","105","56.5%","205","77","37.6%","120","29","24.2%","67","40","59.7%","219","91","41.6%","121","53","43.8%","29","0","0.0%","39","1","2.6%","98","7","7.1%","109","30","27.5%","158","36","22.8%","48","22","45.8%","186","70","37.6%","347","77","22.2%","140","24","17.1%","215","25","11.6%","66","46","69.7%","0","0","-"
"    55 to 64 years","29","16","55.2%","140","18","12.9%","11","0","0.0%","119","51","42.9%","104","11","10.6%","143","21","14.7%","84","9","10.7%","156","11","7.1%","409","172","42.1%","82","30","36.6%","133","94","70.7%","138","77","55.8%","98","42","42.9%","171","71","41.5%","124","69","55.6%","116","12","10.3%","155","64","41.3%","118","65","55.1%","212","132","62.3%","194","110","56.7%","240","168","70.0%","103","13","12.6%","387","18","4.7%","183","113","61.7%","108","61","56.5%","236","142","60.2%","202","69","34.2%","93","65","69.9%","134","63","47.0%","187","58","31.0%","103","53","51.5%","92","22","23.9%","173","12","6.9%","330","94","28.5%","56","56","100.0%","0","0","-"
"    65 to 74 years","17","0","0.0%","183","45","24.6%","29","8","27.6%","164","80","48.8%","73","53","72.6%","152","9","5.9%","81","8","9.9%","89","20","22.5%","93","32","34.4%","70","5","7.1%","31","31","100.0%","107","54","50.5%","84","46","54.8%","80","52","65.0%","93","44","47.3%","146","11","7.5%","123","77","62.6%","71","35","49.3%","127","37","29.1%","169","82","48.5%","38","0","0.0%","162","39","24.1%","234","202","86.3%","161","43","26.7%","65","52","80.0%","118","26","22.0%","150","93","62.0%","47","20","42.6%","203","115","56.7%","14","0","0.0%","83","30","36.1%","159","57","35.8%","62","7","11.3%","171","49","28.7%","14","14","100.0%","15","0","0.0%"
"    75 years and over","17","11","64.7%","151","71","47.0%","24","8","33.3%","98","41","41.8%","108","35","32.4%","150","54","36.0%","15","0","0.0%","33","9","27.3%","213","139","65.3%","26","5","19.2%","29","27","93.1%","151","69","45.7%","68","54","79.4%","53","53","100.0%","17","17","100.0%","100","48","48.0%","47","10","21.3%","7","0","0.0%","131","58","44.3%","30","11","36.7%","87","37","42.5%","38","10","26.3%","332","196","59.0%","30","19","63.3%","60","17","28.3%","11","2","18.2%","57","30","52.6%","47","32","68.1%","114","66","57.9%","37","13","35.1%","65","32","49.2%","134","0","0.0%","111","78","70.3%","22","12","54.5%","0","0","-","0","0","-"
"    Mean income deficit for unrelated individuals (dollars)","9,503","(X)","(X)","8,962","(X)","(X)","9,345","(X)","(X)","8,293","(X)","(X)","10,661","(X)","(X)","8,395","(X)","(X)","9,426","(X)","(X)","6,694","(X)","(X)","7,323","(X)","(X)","8,992","(X)","(X)","4,044","(X)","(X)","5,982","(X)","(X)","7,082","(X)","(X)","8,058","(X)","(X)","8,293","(X)","(X)","8,796","(X)","(X)","6,219","(X)","(X)","6,672","(X)","(X)","7,470","(X)","(X)","7,431","(X)","(X)","7,191","(X)","(X)","5,843","(X)","(X)","6,510","(X)","(X)","5,110","(X)","(X)","7,390","(X)","(X)","5,017","(X)","(X)","4,485","(X)","(X)","8,325","(X)","(X)","5,733","(X)","(X)","6,317","(X)","(X)","7,497","(X)","(X)","N","(X)","(X)","7,159","(X)","(X)","6,017","(X)","(X)","N","(X)","(X)","N","(X)","(X)"
"    Worked full-time, year-round in the past 12 months","97","0","0.0%","613","28","4.6%","363","12","3.3%","210","5","2.4%","787","1","0.1%","898","0","0.0%","649","16","2.5%","590","0","0.0%","909","39","4.3%","138","0","0.0%","240","14","5.8%","173","0","0.0%","123","0","0.0%","89","0","0.0%","172","0","0.0%","877","7","0.8%","506","7","1.4%","255","2","0.8%","341","29","8.5%","382","24","6.3%","234","0","0.0%","249","0","0.0%","990","68","6.9%","507","15","3.0%","73","0","0.0%","189","0","0.0%","422","21","5.0%","251","44","17.5%","1,126","8","0.7%","327","1","0.3%","201","14","7.0%","382","0","0.0%","1,045","23","2.2%","1,334","14","1.0%","0","0","-","18","0","0.0%"
"    Worked less than full-time, year-round in the past 12 months","89","21","23.6%","621","293","47.2%","1,073","702","65.4%","569","350","61.5%","444","167","37.6%","334","109","32.6%","146","37","25.3%","250","67","26.8%","543","197","36.3%","267","130","48.7%","46","9","19.6%","175","90","51.4%","343","199","58.0%","193","72","37.3%","230","153","66.5%","1,431","671","46.9%","522","246","47.1%","209","92","44.0%","240","96","40.0%","128","35","27.3%","135","54","40.0%","177","21","11.9%","130","47","36.2%","252","41","16.3%","54","7","13.0%","172","100","58.1%","96","29","30.2%","125","33","26.4%","317","112","35.3%","176","100","56.8%","161","86","53.4%","184","52","28.3%","474","124","26.2%","658","302","45.9%","107","95","88.8%","26","16","61.5%"
"    Did not work","105","78","74.3%","743","498","67.0%","559","497","88.9%","595","436","73.3%","650","517","79.5%","466","224","48.1%","96","33","34.4%","195","90","46.2%","796","545","68.5%","194","121","62.4%","211","194","91.9%","437","283","64.8%","363","311","85.7%","405","345","85.2%","282","227","80.5%","802","656","81.8%","312","235","75.3%","164","129","78.7%","566","428","75.6%","454","349","76.9%","359","262","73.0%","183","119","65.0%","598","445","74.4%","330","225","68.2%","260","196","75.4%","253","144","56.9%","317","186","58.7%","281","218","77.6%","516","341","66.1%","153","83","54.2%","340","237","69.7%","374","199","53.2%","267","164","61.4%","293","228","77.8%","110","96","87.3%","0","0","-"
