"Label (Grouping)","Census Tract 103, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 103, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.03, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.04, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 104.05, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 105, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 106, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 706, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 707, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 711.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 801, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 804.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 805, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 806.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 808.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 809, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 814, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 815, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 817, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 818, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 819, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 820, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 821, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 901, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 902, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 903, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 904, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 906, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 907, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 913, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 914, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 924, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1202.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 1203.01, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9803, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Total!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Below poverty level!!Estimate","Census Tract 9811, Suffolk County, Massachusetts!!Percent below poverty level!!Estimate"
"ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    50 percent of poverty level","62","(X)","(X)","781","(X)","(X)","1,235","(X)","(X)","334","(X)","(X)","618","(X)","(X)","225","(X)","(X)","54","(X)","(X)","151","(X)","(X)","822","(X)","(X)","371","(X)","(X)","285","(X)","(X)","608","(X)","(X)","838","(X)","(X)","554","(X)","(X)","690","(X)","(X)","973","(X)","(X)","285","(X)","(X)","322","(X)","(X)","599","(X)","(X)","879","(X)","(X)","1,042","(X)","(X)","337","(X)","(X)","1,713","(X)","(X)","867","(X)","(X)","417","(X)","(X)","993","(X)","(X)","588","(X)","(X)","202","(X)","(X)","301","(X)","(X)","405","(X)","(X)","361","(X)","(X)","893","(X)","(X)","216","(X)","(X)","335","(X)","(X)","125","(X)","(X)","9","(X)","(X)"
"    125 percent of poverty level","189","(X)","(X)","1,277","(X)","(X)","1,684","(X)","(X)","907","(X)","(X)","934","(X)","(X)","437","(X)","(X)","82","(X)","(X)","311","(X)","(X)","1,731","(X)","(X)","648","(X)","(X)","796","(X)","(X)","1,242","(X)","(X)","1,662","(X)","(X)","1,352","(X)","(X)","1,339","(X)","(X)","1,814","(X)","(X)","1,041","(X)","(X)","757","(X)","(X)","1,502","(X)","(X)","1,310","(X)","(X)","1,727","(X)","(X)","1,075","(X)","(X)","2,829","(X)","(X)","1,760","(X)","(X)","1,139","(X)","(X)","1,769","(X)","(X)","1,207","(X)","(X)","834","(X)","(X)","1,480","(X)","(X)","1,155","(X)","(X)","1,031","(X)","(X)","1,823","(X)","(X)","1,057","(X)","(X)","900","(X)","(X)","189","(X)","(X)","147","(X)","(X)"
"    150 percent of poverty level","189","(X)","(X)","1,403","(X)","(X)","1,724","(X)","(X)","974","(X)","(X)","1,014","(X)","(X)","489","(X)","(X)","83","(X)","(X)","378","(X)","(X)","1,769","(X)","(X)","774","(X)","(X)","1,102","(X)","(X)","1,367","(X)","(X)","2,176","(X)","(X)","1,588","(X)","(X)","1,544","(X)","(X)","1,918","(X)","(X)","1,072","(X)","(X)","811","(X)","(X)","1,511","(X)","(X)","1,916","(X)","(X)","1,941","(X)","(X)","1,244","(X)","(X)","3,152","(X)","(X)","2,140","(X)","(X)","1,313","(X)","(X)","2,000","(X)","(X)","1,561","(X)","(X)","954","(X)","(X)","1,618","(X)","(X)","1,241","(X)","(X)","1,176","(X)","(X)","2,336","(X)","(X)","1,214","(X)","(X)","999","(X)","(X)","202","(X)","(X)","209","(X)","(X)"
"    185 percent of poverty level","220","(X)","(X)","1,453","(X)","(X)","1,797","(X)","(X)","1,068","(X)","(X)","1,135","(X)","(X)","526","(X)","(X)","164","(X)","(X)","520","(X)","(X)","1,882","(X)","(X)","886","(X)","(X)","1,201","(X)","(X)","1,516","(X)","(X)","2,255","(X)","(X)","1,606","(X)","(X)","2,003","(X)","(X)","2,027","(X)","(X)","1,310","(X)","(X)","1,157","(X)","(X)","1,802","(X)","(X)","2,217","(X)","(X)","2,170","(X)","(X)","1,344","(X)","(X)","3,425","(X)","(X)","2,615","(X)","(X)","1,656","(X)","(X)","2,229","(X)","(X)","1,788","(X)","(X)","1,128","(X)","(X)","1,938","(X)","(X)","1,410","(X)","(X)","1,323","(X)","(X)","3,233","(X)","(X)","1,374","(X)","(X)","1,286","(X)","(X)","224","(X)","(X)","222","(X)","(X)"
"    200 percent of poverty level","220","(X)","(X)","1,497","(X)","(X)","1,814","(X)","(X)","1,107","(X)","(X)","1,222","(X)","(X)","543","(X)","(X)","164","(X)","(X)","546","(X)","(X)","1,924","(X)","(X)","915","(X)","(X)","1,247","(X)","(X)","1,537","(X)","(X)","2,311","(X)","(X)","1,650","(X)","(X)","2,045","(X)","(X)","2,074","(X)","(X)","1,399","(X)","(X)","1,191","(X)","(X)","1,879","(X)","(X)","2,308","(X)","(X)","2,239","(X)","(X)","1,412","(X)","(X)","3,467","(X)","(X)","2,781","(X)","(X)","1,745","(X)","(X)","2,229","(X)","(X)","2,044","(X)","(X)","1,180","(X)","(X)","2,073","(X)","(X)","1,440","(X)","(X)","1,339","(X)","(X)","3,649","(X)","(X)","1,533","(X)","(X)","1,551","(X)","(X)","224","(X)","(X)","222","(X)","(X)"
"    300 percent of poverty level","276","(X)","(X)","1,721","(X)","(X)","2,078","(X)","(X)","1,304","(X)","(X)","1,704","(X)","(X)","766","(X)","(X)","234","(X)","(X)","962","(X)","(X)","1,995","(X)","(X)","1,328","(X)","(X)","1,541","(X)","(X)","1,906","(X)","(X)","2,709","(X)","(X)","1,871","(X)","(X)","2,408","(X)","(X)","2,500","(X)","(X)","1,782","(X)","(X)","1,545","(X)","(X)","2,403","(X)","(X)","2,593","(X)","(X)","2,733","(X)","(X)","1,629","(X)","(X)","4,164","(X)","(X)","3,640","(X)","(X)","2,041","(X)","(X)","2,468","(X)","(X)","3,104","(X)","(X)","1,548","(X)","(X)","2,904","(X)","(X)","1,742","(X)","(X)","1,915","(X)","(X)","4,166","(X)","(X)","1,999","(X)","(X)","2,364","(X)","(X)","224","(X)","(X)","264","(X)","(X)"
"    400 percent of poverty level","326","(X)","(X)","1,839","(X)","(X)","2,388","(X)","(X)","1,348","(X)","(X)","1,954","(X)","(X)","968","(X)","(X)","424","(X)","(X)","1,377","(X)","(X)","2,243","(X)","(X)","1,449","(X)","(X)","1,668","(X)","(X)","2,172","(X)","(X)","2,917","(X)","(X)","1,974","(X)","(X)","2,624","(X)","(X)","3,006","(X)","(X)","2,240","(X)","(X)","1,684","(X)","(X)","2,613","(X)","(X)","3,114","(X)","(X)","3,047","(X)","(X)","1,922","(X)","(X)","4,735","(X)","(X)","4,026","(X)","(X)","2,282","(X)","(X)","3,090","(X)","(X)","3,636","(X)","(X)","1,900","(X)","(X)","3,364","(X)","(X)","2,040","(X)","(X)","2,311","(X)","(X)","5,029","(X)","(X)","2,359","(X)","(X)","2,902","(X)","(X)","224","(X)","(X)","320","(X)","(X)"
"    500 percent of poverty level","350","(X)","(X)","2,085","(X)","(X)","2,503","(X)","(X)","1,417","(X)","(X)","2,202","(X)","(X)","1,154","(X)","(X)","615","(X)","(X)","1,606","(X)","(X)","2,527","(X)","(X)","1,628","(X)","(X)","1,824","(X)","(X)","2,602","(X)","(X)","3,002","(X)","(X)","2,013","(X)","(X)","2,624","(X)","(X)","3,287","(X)","(X)","2,380","(X)","(X)","1,809","(X)","(X)","2,883","(X)","(X)","3,215","(X)","(X)","3,145","(X)","(X)","2,066","(X)","(X)","4,893","(X)","(X)","4,306","(X)","(X)","2,299","(X)","(X)","3,416","(X)","(X)","3,686","(X)","(X)","1,970","(X)","(X)","3,826","(X)","(X)","2,301","(X)","(X)","2,418","(X)","(X)","5,436","(X)","(X)","2,642","(X)","(X)","3,171","(X)","(X)","224","(X)","(X)","333","(X)","(X)"
"UNRELATED INDIVIDUALS FOR WHOM POVERTY STATUS IS DETERMINED","254","91","35.8%","2,228","1,044","46.9%","2,235","1,475","66.0%","1,286","621","48.3%","1,997","746","37.4%","1,374","260","18.9%","989","65","6.6%","1,107","219","19.8%","2,523","1,180","46.8%","548","146","26.6%","488","200","41.0%","720","276","38.3%","709","351","49.5%","793","513","64.7%","569","334","58.7%","2,733","1,533","56.1%","1,418","518","36.5%","594","240","40.4%","908","397","43.7%","711","261","36.7%","669","225","33.6%","600","347","57.8%","1,184","272","23.0%","1,070","403","37.7%","387","210","54.3%","415","218","52.5%","576","276","47.9%","375","160","42.7%","2,215","589","26.6%","498","172","34.5%","677","300","44.3%","1,055","483","45.8%","1,559","377","24.2%","1,877","396","21.1%","224","185","82.6%","31","3","9.7%"
"    Male","144","41","28.5%","1,274","508","39.9%","1,190","812","68.2%","720","277","38.5%","764","294","38.5%","498","100","20.1%","573","38","6.6%","570","78","13.7%","1,482","561","37.9%","333","84","25.2%","208","63","30.3%","358","108","30.2%","434","233","53.7%","515","403","78.3%","221","100","45.2%","1,600","852","53.3%","856","297","34.7%","314","116","36.9%","371","181","48.8%","374","168","44.9%","350","131","37.4%","220","64","29.1%","576","42","7.3%","511","145","28.4%","234","130","55.6%","216","138","63.9%","348","176","50.6%","182","33","18.1%","1,550","340","21.9%","256","55","21.5%","449","162","36.1%","568","293","51.6%","733","101","13.8%","1,074","204","19.0%","159","125","78.6%","0","0","-"
"    Female","110","50","45.5%","954","536","56.2%","1,045","663","63.4%","566","344","60.8%","1,233","452","36.7%","876","160","18.3%","416","27","6.5%","537","141","26.3%","1,041","619","59.5%","215","62","28.8%","280","137","48.9%","362","168","46.4%","275","118","42.9%","278","110","39.6%","348","234","67.2%","1,133","681","60.1%","562","221","39.3%","280","124","44.3%","537","216","40.2%","337","93","27.6%","319","94","29.5%","380","283","74.5%","608","230","37.8%","559","258","46.2%","153","80","52.3%","199","80","40.2%","228","100","43.9%","193","127","65.8%","665","249","37.4%","242","117","48.3%","228","138","60.5%","487","190","39.0%","826","276","33.4%","803","192","23.9%","65","60","92.3%","31","3","9.7%"
"15 years","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","11","11","100.0%","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","9","9","100.0%","0","0","-","0","0","-"
"16 to 17 years","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","10","10","100.0%","0","0","-","13","13","100.0%","4","4","100.0%","0","0","-","16","0","0.0%","0","0","-","5","5","100.0%","0","0","-","0","0","-","13","13","100.0%","0","0","-","0","0","-","0","0","-","0","0","-"
"18 to 24 years","33","31","93.9%","607","475","78.3%","1,560","1,240","79.5%","540","271","50.2%","590","385","65.3%","110","42","38.2%","26","2","7.7%","144","43","29.9%","170","127","74.7%","30","15","50.0%","51","51","100.0%","18","18","100.0%","176","126","71.6%","323","261","80.8%","278","157","56.5%","1,667","1,160","69.6%","658","349","53.0%","125","58","46.4%","56","33","58.9%","26","0","0.0%","60","2","3.3%","25","11","44.0%","33","1","3.0%","57","57","100.0%","27","19","70.4%","0","0","-","91","91","100.0%","16","16","100.0%","395","116","29.4%","47","38","80.9%","62","17","27.4%","100","90","90.0%","206","76","36.9%","251","56","22.3%","24","24","100.0%","3","3","100.0%"
"25 to 34 years","127","21","16.5%","613","162","26.4%","514","214","41.6%","183","64","35.0%","905","228","25.2%","425","41","9.6%","495","37","7.5%","412","62","15.0%","901","486","53.9%","123","9","7.3%","125","62","49.6%","128","27","21.1%","121","28","23.1%","88","56","63.6%","56","19","33.9%","563","301","53.5%","226","17","7.5%","124","20","16.1%","113","55","48.7%","154","40","26.0%","119","1","0.8%","75","46","61.3%","173","10","5.8%","275","42","15.3%","90","16","17.8%","54","26","48.1%","116","15","12.9%","52","19","36.5%","807","205","25.4%","136","40","29.4%","129","57","44.2%","149","139","93.3%","722","141","19.5%","770","97","12.6%","51","46","90.2%","5","0","0.0%"
"35 to 44 years","36","17","47.2%","214","22","10.3%","25","0","0.0%","108","39","36.1%","105","1","1.0%","210","32","15.2%","176","1","0.6%","131","0","0.0%","517","139","26.9%","134","35","26.1%","100","13","13.0%","42","8","19.0%","67","50","74.6%","51","22","43.1%","20","13","65.0%","119","18","15.1%","145","46","31.7%","87","50","57.5%","200","84","42.0%","137","71","51.8%","42","8","19.0%","99","78","78.8%","225","21","9.3%","175","30","17.1%","22","0","0.0%","36","14","38.9%","55","8","14.5%","67","25","37.3%","312","19","6.1%","139","46","33.1%","89","50","56.2%","54","19","35.2%","113","8","7.1%","250","13","5.2%","27","17","63.0%","0","0","-"
"45 to 54 years","13","6","46.2%","185","63","34.1%","80","21","26.3%","65","42","64.6%","123","0","0.0%","89","0","0.0%","143","1","0.7%","111","36","32.4%","292","78","26.7%","149","49","32.9%","41","17","41.5%","94","23","24.5%","62","24","38.7%","130","75","57.7%","90","74","82.2%","54","4","7.4%","36","3","8.3%","87","30","34.5%","103","49","47.6%","178","55","30.9%","97","31","32.0%","114","103","90.4%","202","64","31.7%","153","42","27.5%","60","33","55.0%","93","47","50.5%","54","31","57.4%","71","25","35.2%","257","37","14.4%","36","22","61.1%","160","57","35.6%","229","104","45.4%","163","9","5.5%","281","112","39.9%","45","45","100.0%","0","0","-"
"55 to 64 years","27","5","18.5%","328","100","30.5%","18","0","0.0%","139","63","45.3%","72","44","61.1%","235","87","37.0%","97","24","24.7%","206","41","19.9%","250","135","54.0%","70","38","54.3%","102","30","29.4%","215","66","30.7%","175","88","50.3%","109","39","35.8%","33","12","36.4%","149","0","0.0%","178","43","24.2%","88","43","48.9%","153","36","23.5%","67","41","61.2%","195","135","69.2%","78","15","19.2%","221","0","0.0%","160","115","71.9%","101","98","97.0%","192","111","57.8%","105","62","59.0%","102","35","34.3%","260","84","32.3%","66","7","10.6%","136","59","43.4%","351","80","22.8%","179","51","28.5%","114","41","36.0%","49","30","61.2%","23","0","0.0%"
"65 to 74 years","18","11","61.1%","90","47","52.2%","21","0","0.0%","138","72","52.2%","30","22","73.3%","188","26","13.8%","31","0","0.0%","56","37","66.1%","176","64","36.4%","32","0","0.0%","41","13","31.7%","113","70","61.9%","70","35","50.0%","53","30","56.6%","62","29","46.8%","107","33","30.8%","85","10","11.8%","62","27","43.5%","161","84","52.2%","75","30","40.0%","84","36","42.9%","147","63","42.9%","286","162","56.6%","127","73","57.5%","30","30","100.0%","11","0","0.0%","82","40","48.8%","49","40","81.6%","103","71","68.9%","34","1","2.9%","58","32","55.2%","85","0","0.0%","140","79","56.4%","157","50","31.8%","28","23","82.1%","0","0","-"
"75 years and over","0","0","-","191","175","91.6%","17","0","0.0%","113","70","61.9%","172","66","38.4%","117","32","27.4%","21","0","0.0%","47","0","0.0%","217","151","69.6%","10","0","0.0%","28","14","50.0%","110","64","58.2%","38","0","0.0%","39","30","76.9%","30","30","100.0%","74","17","23.0%","90","50","55.6%","21","12","57.1%","122","56","45.9%","74","24","32.4%","72","12","16.7%","52","21","40.4%","44","14","31.8%","99","20","20.2%","53","10","18.9%","29","20","69.0%","57","29","50.9%","18","0","0.0%","76","52","68.4%","40","18","45.0%","43","28","65.1%","74","38","51.4%","36","13","36.1%","45","18","40.0%","0","0","-","0","0","-"
"Mean income deficit for unrelated individuals (dollars)","7,084","(X)","(X)","7,861","(X)","(X)","9,067","(X)","(X)","5,734","(X)","(X)","8,406","(X)","(X)","6,550","(X)","(X)","10,305","(X)","(X)","5,552","(X)","(X)","8,242","(X)","(X)","7,637","(X)","(X)","7,381","(X)","(X)","6,142","(X)","(X)","6,595","(X)","(X)","8,071","(X)","(X)","6,461","(X)","(X)","7,731","(X)","(X)","6,110","(X)","(X)","6,111","(X)","(X)","5,180","(X)","(X)","7,070","(X)","(X)","6,474","(X)","(X)","4,998","(X)","(X)","3,392","(X)","(X)","5,936","(X)","(X)","5,911","(X)","(X)","6,350","(X)","(X)","6,847","(X)","(X)","5,948","(X)","(X)","6,391","(X)","(X)","5,692","(X)","(X)","6,686","(X)","(X)","7,221","(X)","(X)","6,415","(X)","(X)","6,004","(X)","(X)","7,780","(X)","(X)","N","(X)","(X)"
"Worked full-time, year-round in the past 12 months","127","0","0.0%","739","0","0.0%","343","61","17.8%","184","0","0.0%","805","57","7.1%","700","0","0.0%","677","0","0.0%","715","6","0.8%","948","0","0.0%","238","0","0.0%","167","19","11.4%","194","0","0.0%","165","6","3.6%","118","16","13.6%","66","0","0.0%","607","9","1.5%","592","20","3.4%","274","26","9.5%","300","8","2.7%","237","9","3.8%","237","0","0.0%","95","36","37.9%","520","9","1.7%","440","18","4.1%","87","13","14.9%","90","0","0.0%","167","15","9.0%","132","0","0.0%","1,469","137","9.3%","217","26","12.0%","192","5","2.6%","218","0","0.0%","707","35","5.0%","1,056","0","0.0%","7","0","0.0%","28","0","0.0%"
"Worked less than full-time, year-round in the past 12 months","58","30","51.7%","708","366","51.7%","1,271","822","64.7%","650","277","42.6%","646","290","44.9%","191","43","22.5%","181","28","15.5%","198","98","49.5%","501","245","48.9%","132","48","36.4%","95","38","40.0%","147","27","18.4%","279","135","48.4%","309","185","59.9%","295","161","54.6%","1,444","957","66.3%","565","323","57.2%","147","85","57.8%","136","67","49.3%","132","47","35.6%","120","23","19.2%","117","50","42.7%","165","28","17.0%","143","19","13.3%","97","46","47.4%","105","66","62.9%","140","78","55.7%","63","29","46.0%","291","125","43.0%","78","32","41.0%","163","56","34.4%","366","185","50.5%","520","128","24.6%","532","216","40.6%","109","86","78.9%","3","3","100.0%"
"Did not work","69","61","88.4%","781","678","86.8%","621","592","95.3%","452","344","76.1%","546","399","73.1%","483","217","44.9%","131","37","28.2%","194","115","59.3%","1,074","935","87.1%","178","98","55.1%","226","143","63.3%","379","249","65.7%","265","210","79.2%","366","312","85.2%","208","173","83.2%","682","567","83.1%","261","175","67.0%","173","129","74.6%","472","322","68.2%","342","205","59.9%","312","202","64.7%","388","261","67.3%","499","235","47.1%","487","366","75.2%","203","151","74.4%","220","152","69.1%","269","183","68.0%","180","131","72.8%","455","327","71.9%","203","114","56.2%","322","239","74.2%","471","298","63.3%","332","214","64.5%","289","180","62.3%","108","99","91.7%","0","0","-"
